,Domain,Phylum,Class,Order,Family,Genus
Seq26173,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
Seq26174,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,uncultured
Seq26175,Archaea,Thaumarchaeota,Miscellaneous Crenarchaeotic Group,,,
Seq26176,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Endozoicomonas
Seq26177,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus
Seq26178,Archaea,Thaumarchaeota,Miscellaneous Crenarchaeotic Group,,,
Seq26179,Archaea,Thaumarchaeota,Miscellaneous Crenarchaeotic Group,,,
Seq26180,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus
Seq26181,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Seq26182,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured
Seq26183,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,20c-4,
Seq26184,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
Seq26185,Bacteria,Cyanobacteria,Chloroplast,,,
Seq26186,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Seq26187,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium
Seq26188,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Seq26189,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Seq26190,Bacteria,Firmicutes,OPB54,,,
Seq26191,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Seq26192,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas
Seq26193,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae Sedis
Seq26194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
Seq26195,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Seq26196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium
Seq26197,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured
Seq26198,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Lampropedia
Seq26199,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides
Seq26200,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Seq26201,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium
Seq26202,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter
Seq26203,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq26204,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella
Seq26205,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Seq26206,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
Seq26207,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
Seq26208,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula
Seq26209,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Seq26210,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Seq26211,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,
Seq26212,Bacteria,Acidobacteria,Holophagae,Subgroup 10,TK85,
Seq26213,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
Seq26214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum
Seq26215,Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B-TzT-29,,
Seq26216,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalispira
Seq26217,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalispira
Seq26218,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalispira
Seq26219,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,
Seq26220,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq26221,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Seq26222,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
Seq26223,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca
Seq26224,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio
Seq26225,Bacteria,Proteobacteria,Elev-16S-509,,,
Seq26226,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Seq26227,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Seq26228,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
Seq26229,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Seq26230,Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,,
Seq26231,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
Seq26232,Bacteria,Verrucomicrobia,OPB35 soil group,,,
Seq26233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Seq26234,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured
Seq26235,Bacteria,Planctomycetes,OM190,,,
Seq26236,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Seq26237,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Seq26238,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Seq26239,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
Seq26240,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Seq26241,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq26242,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter
Seq26243,Bacteria,Planctomycetes,SPG12-401-411-B72,,,
Seq26244,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Seq26245,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Seq26246,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus
Seq26247,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
Seq26248,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group E,,
Seq26249,Bacteria,Acidobacteria,Acidobacteria,Subgroup 4,Family Incertae Sedis,Blastocatella
Seq26250,Bacteria,Acidobacteria,Acidobacteria,Subgroup 4,RB41,
Seq26251,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,uncultured
Seq26252,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,uncultured
Seq26253,Archaea,Thaumarchaeota,Marine Group I,,,
Seq26254,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula
Seq26255,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorhabdus
Seq26256,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,
Seq26257,Bacteria,Proteobacteria,Alphaproteobacteria,iodide-oxidizers,,
Seq26258,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured
Seq26259,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq26260,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Seq26261,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq26262,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria
Seq26263,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
Seq26264,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
Seq26265,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
Seq26266,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Family Incertae Sedis,Caedibacter
Seq26267,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium
Seq26268,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter
Seq26269,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Seq26270,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidomonas
Seq26271,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Seq26272,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Seq26273,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Seq26274,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Alkalimonas
Seq26275,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq26276,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfofustis
Seq26277,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa
Seq26278,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus
Seq26279,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
Seq26280,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio
Seq26281,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
Seq26282,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq26283,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter
Seq26284,Bacteria,Proteobacteria,Gammaproteobacteria,B38,,
Seq26285,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,
Seq26286,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Deep Sea Hydrothermal Vent Gp 6(DHVEG-6),
Seq26287,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Deep Sea Hydrothermal Vent Gp 6(DHVEG-6),
Seq26288,Bacteria,Candidate division OD1,,,,
Seq26289,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
Seq26290,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Family Incertae Sedis,Reyranella
Seq26291,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
Seq26292,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Seq26293,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella
Seq26294,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured
Seq26295,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobium
Seq26296,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,uncultured
Seq26297,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium
Seq26298,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,
Seq26299,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,
Seq26300,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Seq26301,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Oscillatoria
Seq26302,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Seq26303,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Okibacterium
Seq26304,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter
Seq26305,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
Seq26306,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia
Seq26307,Archaea,Thaumarchaeota,Marine Group I,,,
Seq26308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Kozakia
Seq26309,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26310,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Maribacter
Seq26311,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Seq26312,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Seq26313,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26314,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26315,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26316,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes
Seq26318,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Seq26319,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26320,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
Seq26321,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26322,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae Sedis
Seq26323,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Seq26324,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Family Incertae Sedis,Candidatus Captivus
Seq26325,Bacteria,Verrucomicrobia,Opitutae,vadinHA64,,
Seq26326,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella
Seq26327,Bacteria,Bacteroidetes,VC2.1 Bac22,,,
Seq26328,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga
Seq26329,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
Seq26330,Bacteria,Firmicutes,OPB54,,,
Seq26331,Archaea,Thaumarchaeota,Miscellaneous Crenarchaeotic Group,,,
Seq26332,Bacteria,Firmicutes,Clostridia,Clostridiales,P. palm C-A 51,
Seq26333,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella
Seq26334,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,SEEP-SRB4
Seq26335,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Seq26336,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,
Seq26337,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava
Seq26338,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira
Seq26339,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas
Seq26340,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella
Seq26341,Bacteria,BHI80-139,,,,
Seq26342,Bacteria,Candidate division OP8,,,,
Seq26343,Bacteria,Candidate division OP8,,,,
Seq26344,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,LCP-89,
Seq26345,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,,
Seq26346,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,,
Seq26347,Bacteria,Planctomycetes,vadinHA49,,,
Seq26348,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SUP05 cluster,
Seq26349,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Seq26350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Seq26351,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter
Seq26352,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,
Seq26353,Bacteria,Proteobacteria,Gammaproteobacteria,1013-28-CG33,,
Seq26354,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
Seq26355,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
Seq26356,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella
Seq26357,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus
Seq26358,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidiferrobacter
Seq26359,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,
Seq26360,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,uncultured
Seq26361,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula
Seq26362,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured
Seq26363,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,CCA47,
Seq26364,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,M2PB4-65 termite group,
Seq26365,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Termite Treponema cluster
Seq26366,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Termite Treponema cluster
Seq26367,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26368,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Termite Treponema cluster
Seq26369,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,M2PB4-61 termite group
Seq26370,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter
Seq26371,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 05
Seq26372,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 05
Seq26373,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Family Incertae Sedis,Candidatus Hepatincola
Seq26374,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter
Seq26375,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Seq26376,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga
Seq26377,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
Seq26378,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26379,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Seq26380,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Family Incertae Sedis,Candidatus Captivus
Seq26381,Archaea,Thaumarchaeota,Miscellaneous Crenarchaeotic Group,,,
Seq26382,Archaea,Thaumarchaeota,AK59,,,
Seq26383,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
Seq26384,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema
Seq26385,Bacteria,Verrucomicrobia,Opitutae,vadinHA64,,
Seq26386,Bacteria,Candidate division TM7,,,,
Seq26387,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Arenicella
Seq26388,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
Seq26389,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured
Seq26390,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactovum
Seq26391,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Seq26392,Bacteria,Proteobacteria,Deltaproteobacteria,Rs-K70 termite group,,
Seq26393,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,endosymbionts
Seq26394,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,VC2.1 Arc6,
Seq26395,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Deep Sea Hydrothermal Vent Gp 2(DHVEG-2),
Seq26396,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Seq26397,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,008E09-B-D-P15,
Seq26398,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,
Seq26399,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia
Seq26400,Bacteria,Chlorobi,Chlorobia,Chlorobiales,OPB56,
Seq26401,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq26402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
Seq26403,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,uncultured
Seq26404,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
Seq26405,Bacteria,Proteobacteria,ARKICE-90,,,
Seq26406,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
Seq26407,Bacteria,Bacteroidetes,SB-1,,,
Seq26408,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Marine Methylotrophic Group 3
Seq26409,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Seq26410,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga
Seq26411,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,
Seq26412,Bacteria,Chloroflexi,Dehalococcoidia,FW22,,
Seq26413,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,uncultured
Seq26414,Bacteria,Cyanobacteria,ML635J-21,,,
Seq26415,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,uncultured,
Seq26416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter
